time	bas_active	bas_inactive	bas_ref	bis_active	bis_inactive	bis_ref	ec_active	ec_inactive	ec_ref	ex_active	ex_inactive	ex_ref	ext_active	ext_inactive	ext_ref	hipp_active	hipp_inactive	hipp_ref	in_active	in_inactive	in_ref	ps_active	ps_inactive	ps_ref	septum_active	septum_inactive	septum_ref	
851	0.09	0	0.91	0.02	0.59	0.39	0.53	0.47	0	0	0.97	0.03	0.78	0.22	0	0	0.87	0.13	0.09	0.22	0.69	0.83	0.17	0	0	0.94	0.06	
852	0.07	0.01	0.92	0.05	0.58	0.37	0.08	0.92	0	0	0.98	0.02	0.48	0.52	0	0	0.87	0.13	0.06	0.21	0.73	0.53	0.47	0	0.01	0.94	0.05	
853	0.02	0.01	0.97	0	0.58	0.42	0.14	0.86	0	0	0.99	0.01	0.12	0.88	0	0	0.9	0.1	0.01	0.24	0.75	0.64	0.36	0	0	0.94	0.06	
854	0.06	0.02	0.92	0.04	0.57	0.39	0.49	0.51	0	0	0.99	0.01	0.53	0.47	0	0	0.9	0.1	0.06	0.21	0.73	0.35	0.65	0	0	0.94	0.06	
855	0.13	0.02	0.85	0.01	0.57	0.42	0.43	0.57	0	0	0.99	0.01	0.52	0.48	0	0	0.94	0.06	0.08	0.2	0.72	0.58	0.42	0	0	0.94	0.06	
856	0.1	0.01	0.89	0.09	0.59	0.32	0.34	0.66	0	0	0.99	0.01	0.97	0.03	0	0	0.97	0.03	0.16	0.22	0.62	0.66	0.34	0	0	0.94	0.06	
857	0.02	0.03	0.95	0.07	0.59	0.34	0.23	0.77	0	0	0.99	0.01	0.54	0.46	0	0	0.98	0.02	0.06	0.22	0.72	0.43	0.57	0	0	0.94	0.06	
858	0.15	0.04	0.81	0.02	0.6	0.38	0.08	0.92	0	0	0.99	0.01	0.29	0.71	0	0	0.98	0.02	0.08	0.23	0.69	0.08	0.92	0	0	0.94	0.06	
859	0.13	0.04	0.83	0.05	0.6	0.35	0.56	0.44	0	0	0.99	0.01	0.89	0.11	0	0	0.98	0.02	0.11	0.21	0.68	0.15	0.85	0	0	0.94	0.06	
860	0.1	0.04	0.86	0.01	0.6	0.39	0.12	0.88	0	0	0.99	0.01	0.97	0.03	0	0	0.99	0.01	0.03	0.21	0.76	0.62	0.38	0	0	0.94	0.06	
861	0.11	0.02	0.87	0.04	0.6	0.36	0.38	0.62	0	0	0.99	0.01	0.73	0.27	0	0	1	0	0.05	0.21	0.74	0.31	0.69	0	0	0.94	0.06	
862	0.09	0.02	0.89	0.01	0.61	0.38	0.64	0.36	0	0	0.99	0.01	0.15	0.85	0	0	1	0	0.09	0.21	0.7	0.99	0.01	0	0.02	0.92	0.06	
863	0.07	0.02	0.91	0.04	0.62	0.34	0.33	0.67	0	0	0.99	0.01	0.61	0.39	0	0	1	0	0.06	0.21	0.73	0.74	0.26	0	0	0.92	0.08	
864	0.02	0.02	0.96	0	0.62	0.38	0.48	0.52	0	0	0.99	0.01	0.84	0.16	0	0	1	0	0.01	0.21	0.78	0.95	0.05	0	0	0.92	0.08	
865	0.06	0.02	0.92	0.04	0.62	0.34	0.29	0.71	0	0	1	0	0.86	0.14	0	0	1	0	0.05	0.22	0.73	0.47	0.53	0	0	0.92	0.08	
866	0.13	0.02	0.85	0.01	0.62	0.37	0.19	0.81	0	0	1	0	0.81	0.19	0	0	1	0	0.07	0.23	0.7	0.8	0.2	0	0	0.92	0.08	
867	0.09	0.03	0.88	0.08	0.63	0.29	0.69	0.31	0	0	1	0	0.11	0.89	0	0	1	0	0.15	0.24	0.61	0.5	0.5	0	0	0.92	0.08	
868	0.04	0.01	0.95	0.06	0.64	0.3	0.89	0.11	0	0	1	0	0.58	0.42	0	0	1	0	0.08	0.22	0.7	0.55	0.45	0	0	0.92	0.08	
869	0.15	0.01	0.84	0.02	0.64	0.34	0.08	0.92	0	0	1	0	0.4	0.6	0	0	1	0	0.07	0.23	0.7	0.98	0.02	0	0	0.92	0.08	
870	0.13	0.01	0.86	0.05	0.64	0.31	0.67	0.33	0	0	1	0	0.76	0.24	0	0	1	0	0.11	0.23	0.66	0.72	0.28	0	0	0.92	0.08	
871	0.1	0.01	0.89	0.01	0.64	0.35	0.05	0.95	0	0	1	0	0.36	0.64	0	0	1	0	0.03	0.23	0.74	0.61	0.39	0	0.02	0.92	0.06	
872	0.11	0.01	0.88	0.04	0.64	0.32	0.34	0.66	0	0	1	0	0.4	0.6	0	0	1	0	0.05	0.23	0.72	0.93	0.07	0	0.01	0.91	0.08	
873	0.09	0.01	0.9	0.01	0.64	0.35	0.94	0.06	0	0	1	0	0.48	0.52	0	0	1	0	0.07	0.25	0.68	0.93	0.07	0	0	0.91	0.09	
874	0.07	0.01	0.92	0.02	0.66	0.32	0.12	0.88	0	0	1	0	0.11	0.89	0	0	1	0	0.03	0.28	0.69	0.43	0.57	0	0	0.91	0.09	
875	0.02	0.01	0.97	0	0.66	0.34	0.65	0.35	0	0	1	0	0.57	0.43	0	0	1	0	0.04	0.25	0.71	0.06	0.94	0	0	0.91	0.09	
876	0.06	0.01	0.93	0.05	0.65	0.3	0.09	0.91	0	0	1	0	0.54	0.46	0	0	1	0	0.05	0.25	0.7	0.53	0.47	0	0.01	0.9	0.09	
877	0.13	0.01	0.86	0.01	0.65	0.34	0.34	0.66	0	0	1	0	0.77	0.23	0	0	1	0	0.07	0.25	0.68	0.17	0.83	0	0	0.9	0.1	
878	0.09	0.01	0.9	0.08	0.65	0.27	0.07	0.93	0	0	1	0	0.3	0.7	0	0	1	0	0.14	0.26	0.6	0.56	0.44	0	0	0.9	0.1	
879	0.03	0.02	0.95	0.07	0.64	0.29	0.35	0.65	0	0	1	0	0.78	0.22	0	0	1	0	0.09	0.25	0.66	0.06	0.94	0	0.02	0.91	0.07	
880	0.15	0.02	0.83	0.02	0.64	0.34	0.08	0.92	0	0	1	0	0.37	0.63	0	0	1	0	0.06	0.26	0.68	0.87	0.13	0	0.07	0.84	0.09	
881	0.13	0.02	0.85	0.05	0.64	0.31	0.64	0.36	0	0	1	0	0.64	0.36	0	0	1	0	0.1	0.27	0.63	0.94	0.06	0	0.01	0.83	0.16	
882	0.06	0.06	0.88	0.01	0.64	0.35	0.02	0.98	0	0	1	0	0.07	0.93	0	0	1	0	0.01	0.29	0.7	0.58	0.42	0	0.01	0.82	0.17	
883	0.14	0.03	0.83	0.04	0.64	0.32	0.46	0.54	0	0	1	0	1	0	0	0	1	0	0.09	0.25	0.66	0.31	0.69	0	0.03	0.8	0.17	
884	0.09	0.03	0.88	0.01	0.64	0.35	0.11	0.89	0	0	1	0	0.41	0.59	0	0	1	0	0.06	0.26	0.68	1	0	0	0	0.8	0.2	
885	0.07	0.03	0.9	0.02	0.64	0.34	0.33	0.67	0	0	1	0	0.46	0.54	0	0	1	0	0.03	0.26	0.71	0.02	0.98	0	0.01	0.79	0.2	
886	0.03	0.02	0.95	0	0.64	0.36	0.63	0.37	0	0	1	0	0.1	0.9	0	0	1	0	0.04	0.26	0.7	0.5	0.5	0	0.03	0.76	0.21	
887	0.06	0.02	0.92	0.02	0.67	0.31	0.89	0.11	0	0	1	0	0.11	0.89	0	0	1	0	0.04	0.27	0.69	0.01	0.99	0	0	0.76	0.24	
888	0.12	0.03	0.85	0	0.68	0.32	0.97	0.03	0	0	1	0	0.42	0.58	0	0	1	0	0.07	0.27	0.66	0.41	0.59	0	0.07	0.69	0.24	
889	0.07	0.05	0.88	0.07	0.69	0.24	0.52	0.48	0	0	1	0	0.41	0.59	0	0	1	0	0.1	0.31	0.59	0.28	0.72	0	0.01	0.68	0.31	
890	0.04	0.04	0.92	0.05	0.71	0.24	0.1	0.9	0	0	1	0	0.45	0.55	0	0	1	0	0.03	0.37	0.6	0.12	0.88	0	0.04	0.64	0.32	
891	0.15	0.04	0.81	0.03	0.7	0.27	0.03	0.97	0	0	1	0	0.25	0.75	0	0	1	0	0.06	0.37	0.57	0.8	0.2	0	0.04	0.6	0.36	
892	0.11	0.06	0.83	0.01	0.74	0.25	0.63	0.37	0	0	1	0	0.17	0.83	0	0	1	0	0.05	0.42	0.53	0.09	0.91	0	0.01	0.59	0.4	
893	0.05	0.07	0.88	0.02	0.73	0.25	0.45	0.55	0	0	1	0	0.72	0.28	0	0	1	0	0.03	0.4	0.57	0.53	0.47	0	0.06	0.55	0.39	
894	0.13	0.08	0.79	0.01	0.76	0.23	0.55	0.45	0	0	1	0	0.04	0.96	0	0	1	0	0.02	0.47	0.51	0.68	0.32	0	0.03	0.52	0.45	
895	0.06	0.11	0.83	0	0.77	0.23	0.98	0.02	0	0	1	0	0.13	0.87	0	0	1	0	0.04	0.49	0.47	0.42	0.58	0	0.05	0.47	0.48	
896	0.06	0.12	0.82	0	0.79	0.21	0.11	0.89	0	0	1	0	0.35	0.65	0	0	1	0	0.02	0.5	0.48	0.47	0.53	0	0.04	0.43	0.53	
897	0.04	0.11	0.85	0.02	0.77	0.21	0.63	0.37	0	0.01	0.99	0	0.72	0.28	0	0	1	0	0.03	0.51	0.46	0.09	0.91	0	0.02	0.41	0.57	
898	0.04	0.13	0.83	0	0.79	0.21	0.64	0.36	0	0	0.99	0.01	0.99	0.01	0	0	1	0	0.02	0.53	0.45	0.89	0.11	0	0.08	0.33	0.59	
899	0.05	0.2	0.75	0	0.79	0.21	0.78	0.22	0	0	0.99	0.01	0.78	0.22	0	0	1	0	0.02	0.58	0.4	0.66	0.34	0	0.11	0.22	0.67	
900	0.02	0.25	0.73	0.02	0.84	0.14	0.17	0.83	0	0.01	0.98	0.01	0.92	0.08	0	0	1	0	0.04	0.64	0.32	0.29	0.71	0	0.03	0.19	0.78	
901	0.02	0.27	0.71	0.01	0.88	0.11	0.92	0.08	0	0	0.98	0.02	0.75	0.25	0	0	1	0	0	0.67	0.33	0.17	0.83	0	0.02	0.17	0.81	
902	0.1	0.32	0.58	0.01	0.9	0.09	0.99	0.01	0	0	0.98	0.02	0.98	0.02	0	0	1	0	0.02	0.71	0.27	0.06	0.94	0	0.02	0.17	0.81	
903	0.06	0.37	0.57	0	0.91	0.09	0.73	0.27	0	0.01	0.97	0.02	0.41	0.59	0	0	1	0	0.03	0.73	0.24	0.33	0.67	0	0.07	0.11	0.82	
904	0.05	0.37	0.58	0	0.93	0.07	0.52	0.48	0	0.01	0.96	0.03	0.95	0.05	0	0	1	0	0.01	0.75	0.24	0.15	0.85	0	0.03	0.08	0.89	
905	0.05	0.45	0.5	0.01	0.93	0.06	0.24	0.76	0	0	0.96	0.04	0.91	0.09	0	0	1	0	0.01	0.76	0.23	0.3	0.7	0	0.01	0.07	0.92	
906	0.01	0.5	0.49	0	0.93	0.07	0.82	0.18	0	0	0.96	0.04	0.13	0.87	0	0	1	0	0.01	0.79	0.2	0.31	0.69	0	0.01	0.06	0.93	
907	0.01	0.55	0.44	0	0.93	0.07	0.94	0.06	0	0.01	0.95	0.04	0.86	0.14	0	0	1	0	0.01	0.8	0.19	0.63	0.37	0	0.05	0.02	0.93	
908	0.02	0.57	0.41	0.01	0.94	0.05	0.5	0.5	0	0.01	0.94	0.05	0.84	0.16	0	0	1	0	0	0.83	0.17	0.89	0.11	0	0	0.02	0.98	
909	0.01	0.6	0.39	0	0.94	0.06	0.9	0.1	0	0.01	0.93	0.06	0.31	0.69	0	0	1	0	0.01	0.84	0.15	0.07	0.93	0	0	0.02	0.98	
910	0.02	0.63	0.35	0	0.94	0.06	0.75	0.25	0	0.01	0.92	0.07	0.82	0.18	0	0	1	0	0	0.86	0.14	0.71	0.29	0	0.02	0.02	0.96	
911	0.01	0.64	0.35	0	0.96	0.04	0.01	0.99	0	0.04	0.88	0.08	0.63	0.37	0	0	1	0	0	0.9	0.1	0.79	0.21	0	0.07	0.02	0.91	
912	0.01	0.65	0.34	0	0.97	0.03	0.11	0.89	0	0.05	0.83	0.12	0.8	0.2	0	0	1	0	0	0.9	0.1	0.46	0.54	0	0.02	0.01	0.97	
913	0.06	0.69	0.25	0	0.98	0.02	0.05	0.95	0	0.05	0.78	0.17	0.86	0.14	0	0	1	0	0.01	0.91	0.08	0.25	0.75	0	0.01	0.01	0.98	
914	0.04	0.71	0.25	0	0.98	0.02	0.55	0.45	0	0.02	0.77	0.21	0.12	0.88	0	0.01	0.99	0	0	0.94	0.06	0.33	0.67	0	0.03	0.01	0.96	
915	0.04	0.72	0.24	0	0.98	0.02	0.64	0.36	0	0.04	0.73	0.23	0.42	0.58	0	0	0.99	0.01	0.02	0.93	0.05	0.87	0.13	0	0	0.01	0.99	
916	0	0.77	0.23	0.01	0.98	0.01	0.01	0.99	0	0.03	0.7	0.27	0.25	0.75	0	0	0.99	0.01	0	0.94	0.06	0.57	0.43	0	0.01	0.01	0.98	
917	0.01	0.77	0.22	0	0.98	0.02	0.42	0.58	0	0.09	0.62	0.29	0.09	0.91	0	0	0.99	0.01	0	0.95	0.05	0.76	0.24	0	0.03	0.01	0.96	
918	0	0.78	0.22	0	0.98	0.02	0.76	0.24	0	0.03	0.59	0.38	0.51	0.49	0	0	0.99	0.01	0.01	0.95	0.04	0.49	0.51	0	0	0.01	0.99	
919	0.03	0.77	0.2	0	0.99	0.01	0.44	0.56	0	0.04	0.55	0.41	0.74	0.26	0	0	0.99	0.01	0.01	0.94	0.05	0.78	0.22	0	0.07	0.01	0.92	
920	0.01	0.77	0.22	0	0.99	0.01	0.17	0.83	0	0.07	0.49	0.44	0.86	0.14	0	0	0.99	0.01	0	0.95	0.05	0.27	0.73	0	0.01	0.01	0.98	
921	0	0.79	0.21	0.01	0.98	0.01	0.4	0.6	0	0.06	0.44	0.5	0.91	0.09	0	0	0.99	0.01	0	0.95	0.05	0.05	0.95	0	0.02	0.03	0.95	
922	0	0.8	0.2	0	0.98	0.02	0.83	0.17	0	0.05	0.39	0.56	0.33	0.67	0	0	0.99	0.01	0	0.95	0.05	0.51	0.49	0	0.06	0.01	0.93	
923	0.01	0.8	0.19	0	0.98	0.02	0.96	0.04	0	0.03	0.36	0.61	0.33	0.67	0	0	0.99	0.01	0	0.95	0.05	0.49	0.51	0	0.01	0.01	0.98	
924	0.06	0.8	0.14	0	0.98	0.02	0.31	0.69	0	0.04	0.33	0.63	0.46	0.54	0	0.01	0.98	0.01	0.01	0.95	0.04	0.78	0.22	0	0.06	0.01	0.93	
925	0.03	0.81	0.16	0	0.98	0.02	0.1	0.9	0	0.03	0.31	0.66	0.01	0.99	0	0.01	0.98	0.01	0	0.95	0.05	0.38	0.62	0	0.03	0.01	0.96	
926	0.04	0.81	0.15	0	0.98	0.02	0.85	0.15	0	0.1	0.22	0.68	0.9	0.1	0	0.05	0.93	0.02	0.01	0.96	0.03	0.31	0.69	0	0.03	0.03	0.94	
927	0.01	0.8	0.19	0.01	0.98	0.01	0.56	0.44	0	0.04	0.19	0.77	0.2	0.8	0	0.08	0.85	0.07	0	0.96	0.04	0.36	0.64	0	0.04	0.03	0.93	
928	0.01	0.8	0.19	0.01	0.97	0.02	0.88	0.12	0	0.04	0.19	0.77	0.46	0.54	0	0.05	0.8	0.15	0	0.96	0.04	0.91	0.09	0	0.03	0.02	0.95	
929	0	0.8	0.2	0	0.97	0.03	0.31	0.69	0	0.05	0.19	0.76	0.8	0.2	0	0.06	0.74	0.2	0.01	0.96	0.03	0.71	0.29	0	0.06	0.04	0.9	
930	0.03	0.8	0.17	0.01	0.96	0.03	0.57	0.43	0	0.07	0.17	0.76	0.63	0.37	0	0.09	0.65	0.26	0.01	0.96	0.03	0.04	0.96	0	0.03	0.12	0.85	
931	0.01	0.8	0.19	0	0.96	0.04	0.82	0.18	0	0.02	0.17	0.81	0.21	0.79	0	0.08	0.57	0.35	0	0.96	0.04	0.25	0.75	0	0.1	0.05	0.85	
932	0	0.8	0.2	0	0.97	0.03	0.41	0.59	0	0.05	0.16	0.79	0.07	0.93	0	0.07	0.5	0.43	0	0.96	0.04	0.23	0.77	0	0.02	0.05	0.93	
933	0	0.8	0.2	0.01	0.96	0.03	0.55	0.45	0	0.04	0.15	0.81	0.18	0.82	0	0.08	0.42	0.5	0	0.96	0.04	0.85	0.15	0	0.03	0.04	0.93	
934	0.01	0.8	0.19	0	0.96	0.04	0.63	0.37	0	0.11	0.13	0.76	0.49	0.51	0	0.06	0.36	0.58	0	0.96	0.04	0.96	0.04	0	0.04	0.07	0.89	
935	0.05	0.81	0.14	0	0.96	0.04	0.52	0.48	0	0.03	0.13	0.84	0.87	0.13	0	0.02	0.35	0.63	0.01	0.96	0.03	0.57	0.43	0	0.03	0.07	0.9	
936	0.03	0.81	0.16	0	0.96	0.04	0.02	0.98	0	0.04	0.13	0.83	0.23	0.77	0	0.02	0.34	0.64	0	0.96	0.04	0.1	0.9	0	0	0.08	0.92	
937	0.05	0.8	0.15	0	0.96	0.04	0.08	0.92	0	0.07	0.13	0.8	0.21	0.79	0	0.13	0.26	0.61	0.01	0.96	0.03	0.52	0.48	0	0	0.09	0.91	
938	0.01	0.8	0.19	0.01	0.96	0.03	0.35	0.65	0	0.05	0.14	0.81	0.17	0.83	0	0.03	0.31	0.66	0	0.96	0.04	1	0	0	0.01	0.13	0.86	
939	0.01	0.8	0.19	0.01	0.96	0.03	0.35	0.65	0	0.03	0.16	0.81	0.67	0.33	0	0.05	0.31	0.64	0	0.96	0.04	0.01	0.99	0	0	0.13	0.87	
940	0.01	0.79	0.2	0	0.96	0.04	0.09	0.91	0	0.03	0.16	0.81	0.81	0.19	0	0.11	0.26	0.63	0.01	0.96	0.03	0.85	0.15	0	0	0.13	0.87	
941	0.02	0.8	0.18	0.01	0.96	0.03	0.48	0.52	0	0.04	0.16	0.8	0.21	0.79	0	0.11	0.24	0.65	0.01	0.96	0.03	0.65	0.35	0	0.02	0.13	0.85	
942	0.03	0.78	0.19	0	0.96	0.04	0.53	0.47	0	0.04	0.15	0.81	0.17	0.83	0	0.07	0.25	0.68	0	0.96	0.04	0.88	0.12	0	0.02	0.18	0.8	
943	0.01	0.77	0.22	0.01	0.95	0.04	0.14	0.86	0	0.07	0.18	0.75	0.91	0.09	0	0.08	0.24	0.68	0	0.96	0.04	0.57	0.43	0	0.01	0.19	0.8	
944	0	0.77	0.23	0.01	0.95	0.04	0.18	0.82	0	0.01	0.21	0.78	0.97	0.03	0	0	0.32	0.68	0	0.96	0.04	0.01	0.99	0	0	0.2	0.8	
945	0.01	0.77	0.22	0	0.95	0.05	0.23	0.77	0	0.06	0.19	0.75	0.65	0.35	0	0.05	0.33	0.62	0	0.96	0.04	0.42	0.58	0	0.01	0.22	0.77	
946	0.07	0.75	0.18	0	0.95	0.05	0.94	0.06	0	0.06	0.18	0.76	0.44	0.56	0	0.06	0.29	0.65	0.01	0.96	0.03	0.12	0.88	0	0	0.22	0.78	
947	0.03	0.75	0.22	0	0.95	0.05	0.92	0.08	0	0.07	0.18	0.75	0.63	0.37	0	0.11	0.2	0.69	0	0.96	0.04	0.47	0.53	0	0	0.23	0.77	
948	0.05	0.75	0.2	0	0.95	0.05	0.48	0.52	0	0.02	0.18	0.8	0.96	0.04	0	0.04	0.29	0.67	0.01	0.96	0.03	0.16	0.84	0	0	0.26	0.74	
949	0.01	0.75	0.24	0.01	0.95	0.04	0.83	0.17	0	0.04	0.19	0.77	0.34	0.66	0	0.08	0.24	0.68	0	0.96	0.04	0.85	0.15	0	0	0.26	0.74	
950	0.01	0.75	0.24	0.01	0.95	0.04	0.24	0.76	0	0.04	0.19	0.77	0.79	0.21	0	0.12	0.17	0.71	0	0.96	0.04	0.28	0.72	0	0	0.33	0.67	
951	0.01	0.75	0.24	0	0.95	0.05	0.19	0.81	0	0.11	0.19	0.7	0.47	0.53	0	0.06	0.22	0.72	0.01	0.96	0.03	0.93	0.07	0	0	0.34	0.66	
952	0.05	0.72	0.23	0.01	0.95	0.04	0.92	0.08	0	0.02	0.2	0.78	0.54	0.46	0	0	0.33	0.67	0.01	0.96	0.03	0.56	0.44	0	0	0.36	0.64	
953	0.04	0.71	0.25	0	0.95	0.05	0.93	0.07	0	0.04	0.2	0.76	0.62	0.38	0	0.08	0.32	0.6	0	0.96	0.04	0.36	0.64	0	0	0.42	0.58	
954	0.01	0.71	0.28	0	0.96	0.04	1	0	0	0.07	0.2	0.73	0.14	0.86	0	0.07	0.33	0.6	0	0.96	0.04	0.44	0.56	0	0	0.43	0.57	
955	0	0.71	0.29	0.01	0.96	0.03	0.38	0.62	0	0.04	0.21	0.75	0.35	0.65	0	0.07	0.26	0.67	0	0.96	0.04	0.52	0.48	0	0	0.49	0.51	
956	0.01	0.71	0.28	0	0.96	0.04	0.23	0.77	0	0.03	0.21	0.76	0.28	0.72	0	0.05	0.26	0.69	0	0.96	0.04	0.94	0.06	0	0	0.52	0.48	
957	0.08	0.7	0.22	0	0.96	0.04	0.61	0.39	0	0.03	0.21	0.76	0.6	0.4	0	0.08	0.24	0.68	0.02	0.95	0.03	0.57	0.43	0	0	0.55	0.45	
958	0.04	0.69	0.27	0	0.96	0.04	0.86	0.14	0	0.04	0.21	0.75	0.65	0.35	0	0.12	0.23	0.65	0	0.95	0.05	0.44	0.56	0	0	0.59	0.41	
959	0.08	0.66	0.26	0.01	0.95	0.04	0.97	0.03	0	0.03	0.22	0.75	0.94	0.06	0	0.08	0.19	0.73	0.01	0.95	0.04	0.58	0.42	0	0	0.62	0.38	
960	0.03	0.64	0.33	0.01	0.95	0.04	0.64	0.36	0	0.04	0.25	0.71	0.77	0.23	0	0.02	0.25	0.73	0.01	0.94	0.05	0.81	0.19	0	0	0.68	0.32	
961	0.01	0.64	0.35	0.02	0.94	0.04	0.42	0.58	0	0.01	0.25	0.74	0.68	0.32	0	0.04	0.33	0.63	0	0.94	0.06	0.61	0.39	0	0	0.71	0.29	
962	0.02	0.63	0.35	0	0.94	0.06	0.78	0.22	0	0.06	0.25	0.69	0.65	0.35	0	0.05	0.34	0.61	0.01	0.94	0.05	0.79	0.21	0	0	0.81	0.19	
963	0.05	0.63	0.32	0.01	0.94	0.05	0.44	0.56	0	0.06	0.25	0.69	0.9	0.1	0	0.08	0.26	0.66	0.01	0.94	0.05	0.25	0.75	0	0	0.83	0.17	
964	0.05	0.62	0.33	0	0.94	0.06	0.39	0.61	0	0.06	0.26	0.68	0.5	0.5	0	0.11	0.23	0.66	0	0.94	0.06	0.04	0.96	0	0	0.86	0.14	
965	0.04	0.59	0.37	0.02	0.92	0.06	0.85	0.15	0	0.02	0.26	0.72	0.2	0.8	0	0.04	0.26	0.7	0	0.94	0.06	0.4	0.6	0	0	0.9	0.1	
966	0.01	0.58	0.41	0.02	0.91	0.07	0.45	0.55	0	0.03	0.27	0.7	0.96	0.04	0	0.07	0.26	0.67	0.01	0.93	0.06	0.58	0.42	0	0	0.93	0.07	
967	0.03	0.56	0.41	0	0.91	0.09	0.27	0.73	0	0.03	0.28	0.69	0.13	0.87	0	0.1	0.21	0.69	0	0.93	0.07	0.12	0.88	0	0	0.93	0.07	
968	0.08	0.56	0.36	0	0.91	0.09	0.45	0.55	0	0.09	0.3	0.61	0.07	0.93	0	0.11	0.18	0.71	0	0.95	0.05	0.18	0.82	0	0	0.93	0.07	
969	0.04	0.56	0.4	0	0.91	0.09	0.5	0.5	0	0.02	0.3	0.68	0.37	0.63	0	0.03	0.27	0.7	0.02	0.93	0.05	0.23	0.77	0	0	0.94	0.06	
970	0.08	0.56	0.36	0.01	0.91	0.08	0.11	0.89	0	0.03	0.31	0.66	0.4	0.6	0	0.06	0.29	0.65	0.02	0.92	0.06	0.04	0.96	0	0	0.94	0.06	
971	0.02	0.57	0.41	0	0.92	0.08	0.48	0.52	0	0.02	0.36	0.62	0.68	0.32	0	0.01	0.3	0.69	0.01	0.92	0.07	0.79	0.21	0	0	0.94	0.06	
972	0.05	0.53	0.42	0.02	0.92	0.06	0.68	0.32	0	0.04	0.36	0.6	0.21	0.79	0	0.01	0.33	0.66	0.01	0.91	0.08	0.52	0.48	0	0.01	0.95	0.04	
973	0.01	0.54	0.45	0	0.92	0.08	0.42	0.58	0	0.02	0.37	0.61	0.49	0.51	0	0.07	0.31	0.62	0.01	0.91	0.08	0.17	0.83	0	0	0.97	0.03	
974	0.07	0.52	0.41	0.01	0.92	0.07	0.43	0.57	0	0.02	0.38	0.6	0.07	0.93	0	0.04	0.35	0.61	0.01	0.91	0.08	0.6	0.4	0	0.01	0.97	0.02	
975	0.09	0.48	0.43	0.03	0.89	0.08	0.82	0.18	0	0.01	0.41	0.58	0.49	0.51	0	0.11	0.35	0.54	0.02	0.89	0.09	0.9	0.1	0	0.01	0.96	0.03	
976	0.05	0.47	0.48	0	0.91	0.09	0.57	0.43	0	0.02	0.42	0.56	0.01	0.99	0	0.05	0.34	0.61	0	0.89	0.11	0.11	0.89	0	0.01	0.96	0.03	
977	0.05	0.43	0.52	0	0.93	0.07	0.06	0.94	0	0.02	0.44	0.54	0.44	0.56	0	0.05	0.36	0.59	0.02	0.88	0.1	0.18	0.82	0	0	0.96	0.04	
978	0.07	0.39	0.54	0.01	0.92	0.07	0.46	0.54	0	0.02	0.43	0.55	0.89	0.11	0	0.02	0.44	0.54	0.04	0.84	0.12	0.84	0.16	0	0	0.96	0.04	
979	0.11	0.36	0.53	0	0.92	0.08	0.93	0.07	0	0.05	0.44	0.51	0.04	0.96	0	0.04	0.51	0.45	0.02	0.82	0.16	0.32	0.68	0	0	0.96	0.04	
980	0.06	0.34	0.6	0.01	0.91	0.08	0.54	0.46	0	0.02	0.48	0.5	0.01	0.99	0	0.17	0.37	0.46	0.01	0.83	0.16	0.64	0.36	0	0	0.96	0.04	
981	0.1	0.32	0.58	0.01	0.91	0.08	0.48	0.52	0	0.04	0.5	0.46	0.87	0.13	0	0.05	0.38	0.57	0.03	0.82	0.15	0.3	0.7	0	0	0.96	0.04	
982	0.06	0.28	0.66	0.06	0.85	0.09	0.17	0.83	0	0.02	0.5	0.48	0.51	0.49	0	0.05	0.34	0.61	0.05	0.78	0.17	0.94	0.06	0	0	0.96	0.04	
983	0.1	0.23	0.67	0.05	0.82	0.13	0.03	0.97	0	0.01	0.52	0.47	0.88	0.12	0	0.04	0.31	0.65	0.03	0.76	0.21	0.97	0.03	0	0	0.96	0.04	
984	0.04	0.2	0.76	0.02	0.8	0.18	0.44	0.56	0	0.01	0.54	0.45	0.65	0.35	0	0.03	0.35	0.62	0.04	0.73	0.23	1	0	0	0	0.96	0.04	
985	0.12	0.15	0.73	0.02	0.79	0.19	0.62	0.38	0	0.06	0.57	0.37	0.25	0.75	0	0.06	0.33	0.61	0.06	0.68	0.26	0.12	0.88	0	0	0.96	0.04	
986	0.09	0.15	0.76	0.04	0.78	0.18	0.29	0.71	0	0	0.59	0.41	0.93	0.07	0	0.01	0.43	0.56	0.02	0.68	0.3	0.12	0.88	0	0	0.96	0.04	
987	0.07	0.13	0.8	0.03	0.75	0.22	0.47	0.53	0	0	0.62	0.38	0.29	0.71	0	0.03	0.45	0.52	0.09	0.59	0.32	0.93	0.07	0	0	0.96	0.04	
988	0.09	0.09	0.82	0.04	0.71	0.25	0.59	0.41	0	0.01	0.63	0.36	0.99	0.01	0	0.02	0.48	0.5	0.06	0.55	0.39	0.32	0.68	0	0	0.96	0.04	
989	0.09	0.07	0.84	0.04	0.68	0.28	0.68	0.32	0	0	0.67	0.33	0.12	0.88	0	0.05	0.45	0.5	0.06	0.53	0.41	0.81	0.19	0	0	0.96	0.04	
990	0.1	0.08	0.82	0.04	0.64	0.32	0.45	0.55	0	0	0.69	0.31	0.89	0.11	0	0.08	0.41	0.51	0.07	0.48	0.45	0.34	0.66	0	0	0.96	0.04	
991	0.07	0.07	0.86	0.03	0.62	0.35	0.14	0.86	0	0	0.71	0.29	0.82	0.18	0	0.02	0.56	0.42	0.02	0.47	0.51	0.24	0.76	0	0	0.96	0.04	
